,model,architectures,model_type,number_of_parameters,number_of_labels,labels,memory_consumption,dataset,accuracy
56204,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,bbh_salient_translation_error_detection,0.484
56205,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,bbh_snarks,0.7078651685393259
56206,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,bbh_sports_understanding,0.7760000000000001
56207,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,bbh_temporal_sequences,0.264
56208,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,bbh_tracking_shuffled_objects_five_objects,0.196
56209,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.152
56210,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,bbh_tracking_shuffled_objects_three_objects,0.288
56211,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,gpqa,0.2802013422818792
56212,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,gpqa_diamond,0.2878787878787879
56213,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,gpqa_extended,0.2783882783882784
56214,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,GPQA,0.2790178571428571
56215,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,math_algebra_hard,0.1378935939196525
56216,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,math_geometry_hard,0.0404040404040404
56217,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,math_hard,0.0762839879154078
56218,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,math_intermediate_algebra_hard,0.0107142857142857
56219,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,math_num_theory_hard,0.0584415584415584
56220,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,MMLU-Pro,0.3100066489361702
56221,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,musr,0.4391534391534391
56222,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,musr_murder_mysteries,0.572
56223,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,musr_object_placements,0.35546875
56224,multimash9-13b-slerp,unknown,unknown,13000000000.0,,,52000000000.0,musr_team_allocation,0.392
56225,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,Big-bench Hard,0.5117167158479431
56226,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,bbh_boolean_expressions,0.7799999999999999
56227,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,bbh_causal_judgement,0.5989304812834224
56228,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,bbh_date_understanding,0.464
56229,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,bbh_disambiguation_qa,0.664
56230,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,bbh_formal_fallacies,0.58
56231,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,bbh_geometric_shapes,0.376
56232,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,bbh_hyperbaton,0.7239999999999999
56233,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,bbh_logical_deduction_five_objects,0.476
56234,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,bbh_logical_deduction_seven_objects,0.44
56235,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,bbh_movie_recommendation,0.672
56236,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,bbh_object_counting,0.32
56237,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,bbh_penguins_in_a_table,0.4794520547945205
56238,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,bbh_reasoning_about_colored_objects,0.544
56239,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,bbh_ruin_names,0.608
56240,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,bbh_salient_translation_error_detection,0.48
56241,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,bbh_snarks,0.6741573033707865
56242,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,bbh_sports_understanding,0.7799999999999999
56243,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,bbh_tracking_shuffled_objects_five_objects,0.196
56244,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.152
56245,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,bbh_web_of_lies,0.468
56246,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,gpqa,0.2827181208053691
56247,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,gpqa_diamond,0.2979797979797979
56248,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,gpqa_extended,0.2655677655677655
56249,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,GPQA,0.296875
56250,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,math_algebra_hard,0.0966340933767643
56251,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,math_counting_and_prob_hard,0.040650406504065
56252,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,math_geometry_hard,0.0101010101010101
56253,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,math_hard,0.0657099697885196
56254,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,math_intermediate_algebra_hard,0.0214285714285714
56255,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,math_num_theory_hard,0.0389610389610389
56256,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,math_prealgebra_hard,0.1778929188255613
56257,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,math_precalculus_hard,0.0345679012345679
56258,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,MMLU-Pro,0.3036901595744681
56259,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,musr,0.4272486772486772
56260,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,musr_murder_mysteries,0.556
56261,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,musr_object_placements,0.3359375
56262,multimerge-7b-slerp,unknown,unknown,7000000000.0,,,28000000000.0,musr_team_allocation,0.392
56263,multiverse-70b,unknown,unknown,70000000000.0,,,280000000000.0,Big-bench Hard,0.6129144245790661
56264,multiverse-70b,unknown,unknown,70000000000.0,,,280000000000.0,bbh_boolean_expressions,0.912
56265,multiverse-70b,unknown,unknown,70000000000.0,,,280000000000.0,bbh_causal_judgement,0.7165775401069517
56266,multiverse-70b,unknown,unknown,70000000000.0,,,280000000000.0,bbh_date_understanding,0.652
56267,multiverse-70b,unknown,unknown,70000000000.0,,,280000000000.0,bbh_disambiguation_qa,0.672
56268,multiverse-70b,unknown,unknown,70000000000.0,,,280000000000.0,bbh_formal_fallacies,0.648
56269,multiverse-70b,unknown,unknown,70000000000.0,,,280000000000.0,bbh_geometric_shapes,0.364
56270,multiverse-70b,unknown,unknown,70000000000.0,,,280000000000.0,bbh_logical_deduction_five_objects,0.468
56271,multiverse-70b,unknown,unknown,70000000000.0,,,280000000000.0,bbh_logical_deduction_three_objects,0.7520000000000001
56272,multiverse-70b,unknown,unknown,70000000000.0,,,280000000000.0,bbh_movie_recommendation,0.8119999999999999
56273,multiverse-70b,unknown,unknown,70000000000.0,,,280000000000.0,bbh_navigate,0.676
56274,multiverse-70b,unknown,unknown,70000000000.0,,,280000000000.0,bbh_object_counting,0.392
56275,multiverse-70b,unknown,unknown,70000000000.0,,,280000000000.0,bbh_penguins_in_a_table,0.6986301369863014
56276,multiverse-70b,unknown,unknown,70000000000.0,,,280000000000.0,bbh_reasoning_about_colored_objects,0.7719999999999999
56277,multiverse-70b,unknown,unknown,70000000000.0,,,280000000000.0,bbh_ruin_names,0.8039999999999999
56278,multiverse-70b,unknown,unknown,70000000000.0,,,280000000000.0,bbh_snarks,0.8483146067415731
56279,multiverse-70b,unknown,unknown,70000000000.0,,,280000000000.0,bbh_sports_understanding,0.828
56280,multiverse-70b,unknown,unknown,70000000000.0,,,280000000000.0,bbh_temporal_sequences,0.848
