,model,architectures,model_type,number_of_parameters,number_of_labels,labels,memory_consumption,dataset,accuracy
30609,llama-3-2-instruct-jankmix-v0-1-sft-3b,llama,llama,3000000000.0,,,12000000000.0,math_num_theory_hard,0.08008658008658
30610,llama-3-2-instruct-jankmix-v0-1-sft-3b,llama,llama,3000000000.0,,,12000000000.0,math_prealgebra_hard,0.2504317789291883
30611,llama-3-2-instruct-jankmix-v0-1-sft-3b,llama,llama,3000000000.0,,,12000000000.0,MMLU-Pro,0.312749335106383
30612,llama-3-2-instruct-jankmix-v0-1-sft-3b,llama,llama,3000000000.0,,,12000000000.0,musr,0.369047619047619
30613,llama-3-2-instruct-jankmix-v0-1-sft-3b,llama,llama,3000000000.0,,,12000000000.0,musr_murder_mysteries,0.532
30614,llama-3-2-instruct-jankmix-v0-1-sft-3b,llama,llama,3000000000.0,,,12000000000.0,musr_object_placements,0.24609375
30615,llama-3-2-instruct-jankmix-v0-1-sft-3b,llama,llama,3000000000.0,,,12000000000.0,musr_team_allocation,0.332
30616,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,Big-bench Hard,0.4580801944106925
30617,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_boolean_expressions,0.7959999999999999
30618,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_causal_judgement,0.6042780748663101
30619,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_date_understanding,0.524
30620,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_formal_fallacies,0.504
30621,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_geometric_shapes,0.356
30622,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_hyperbaton,0.58
30623,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_logical_deduction_seven_objects,0.38
30624,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_navigate,0.62
30625,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_object_counting,0.428
30626,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_penguins_in_a_table,0.3561643835616437
30627,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_reasoning_about_colored_objects,0.416
30628,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_ruin_names,0.604
30629,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_salient_translation_error_detection,0.332
30630,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_sports_understanding,0.6960000000000001
30631,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_temporal_sequences,0.2
30632,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_tracking_shuffled_objects_five_objects,0.164
30633,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.116
30634,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_tracking_shuffled_objects_three_objects,0.356
30635,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_web_of_lies,0.544
30636,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,gpqa,0.2726510067114094
30637,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,GPQA,0.2589285714285714
30638,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,math_algebra_hard,0.2356134636264929
30639,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,math_hard,0.1223564954682779
30640,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,math_num_theory_hard,0.08008658008658
30641,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,math_precalculus_hard,0.0493827160493827
30642,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,MMLU-Pro,0.3115026595744681
30643,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,musr,0.365079365079365
30644,llama-3-2-instruct-jankmix-v0-2-sft-3b,llama,llama,3000000000.0,,,12000000000.0,musr_object_placements,0.265625
30645,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,Big-bench Hard,0.4504426314875889
30646,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_boolean_expressions,0.792
30647,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_causal_judgement,0.6149732620320856
30648,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_date_understanding,0.532
30649,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_disambiguation_qa,0.3
30650,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_formal_fallacies,0.492
30651,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_geometric_shapes,0.352
30652,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_hyperbaton,0.536
30653,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_logical_deduction_five_objects,0.444
30654,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_logical_deduction_seven_objects,0.376
30655,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_logical_deduction_three_objects,0.476
30656,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_movie_recommendation,0.692
30657,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_object_counting,0.404
30658,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_penguins_in_a_table,0.3493150684931507
30659,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_reasoning_about_colored_objects,0.408
30660,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_ruin_names,0.58
30661,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_salient_translation_error_detection,0.332
30662,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_snarks,0.5056179775280899
30663,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_sports_understanding,0.688
30664,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_temporal_sequences,0.196
30665,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_tracking_shuffled_objects_five_objects,0.152
30666,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.116
30667,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_tracking_shuffled_objects_three_objects,0.344
30668,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_web_of_lies,0.52
30669,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,gpqa,0.2718120805369127
30670,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,gpqa_diamond,0.2525252525252525
30671,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,GPQA,0.2611607142857143
30672,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,math_counting_and_prob_hard,0.073170731707317
30673,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,math_geometry_hard,0.0606060606060606
30674,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,math_hard,0.1219788519637462
30675,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,math_intermediate_algebra_hard,0.0107142857142857
30676,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,math_num_theory_hard,0.0974025974025974
30677,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,math_prealgebra_hard,0.2797927461139896
30678,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,math_precalculus_hard,0.037037037037037
30679,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,musr,0.3677248677248677
30680,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,musr_murder_mysteries,0.544
30681,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,musr_object_placements,0.2421875
30682,llama-3-2-instruct-jankmix-v0-2-sft-hailmary-v0-1-kto-3b,llama,llama,3000000000.0,,,12000000000.0,musr_team_allocation,0.32
30683,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,Big-bench Hard,0.4471445929526124
30684,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_boolean_expressions,0.7920000000000001
30685,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_causal_judgement,0.5989304812834224
30686,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_date_understanding,0.476
30687,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_disambiguation_qa,0.288
30688,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_formal_fallacies,0.472
30689,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_geometric_shapes,0.356
30690,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_hyperbaton,0.592
30691,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_logical_deduction_five_objects,0.416
30692,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_logical_deduction_seven_objects,0.352
30693,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_movie_recommendation,0.616
30694,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_navigate,0.648
30695,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_object_counting,0.408
30696,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_penguins_in_a_table,0.3356164383561644
30697,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_reasoning_about_colored_objects,0.4040000000000001
30698,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_temporal_sequences,0.2
30699,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_tracking_shuffled_objects_five_objects,0.136
30700,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.132
30701,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_tracking_shuffled_objects_three_objects,0.34
30702,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,bbh_web_of_lies,0.48
30703,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,gpqa,0.2827181208053691
30704,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,gpqa_extended,0.2967032967032967
30705,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,GPQA,0.2767857142857143
30706,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,math_algebra_hard,0.254071661237785
30707,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,math_counting_and_prob_hard,0.075880758807588
30708,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,math_geometry_hard,0.0681818181818181
30709,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,math_hard,0.1195871097683786
30710,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,math_intermediate_algebra_hard,0.0023809523809523
30711,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,MMLU-Pro,0.308344414893617
30712,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,musr,0.3505291005291005
30713,llama-3-2-instruct-jankmixbread-v0-1-3b,llama,llama,3000000000.0,,,12000000000.0,musr_team_allocation,0.276
30714,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,bbh_boolean_expressions,0.772
30715,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,bbh_causal_judgement,0.5561497326203209
30716,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,bbh_date_understanding,0.5
30717,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,bbh_disambiguation_qa,0.324
30718,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,bbh_formal_fallacies,0.5
30719,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,bbh_hyperbaton,0.692
30720,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,bbh_logical_deduction_five_objects,0.448
30721,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,bbh_logical_deduction_seven_objects,0.316
30722,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,bbh_logical_deduction_three_objects,0.548
30723,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,bbh_object_counting,0.456
30724,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,bbh_reasoning_about_colored_objects,0.424
30725,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,bbh_ruin_names,0.336
30726,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,bbh_salient_translation_error_detection,0.424
30727,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,bbh_snarks,0.5449438202247191
30728,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,bbh_sports_understanding,0.596
30729,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,bbh_temporal_sequences,0.3
30730,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,bbh_tracking_shuffled_objects_five_objects,0.156
30731,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,bbh_tracking_shuffled_objects_three_objects,0.304
30732,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,bbh_web_of_lies,0.488
30733,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,gpqa,0.2885906040268456
30734,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,gpqa_diamond,0.2373737373737373
30735,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,gpqa_extended,0.3131868131868132
30736,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,GPQA,0.28125
30737,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,math_counting_and_prob_hard,0.073170731707317
30738,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,math_intermediate_algebra_hard,0.0089285714285714
30739,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,math_num_theory_hard,0.0681818181818181
30740,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,math_prealgebra_hard,0.2772020725388601
30741,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,math_precalculus_hard,0.0407407407407407
30742,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,MMLU-Pro,0.30078125
30743,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,musr,0.3783068783068783
30744,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,musr_murder_mysteries,0.544
30745,llama-3-2-3b-catalysts,llama,llama,3000000000.0,,,12000000000.0,musr_team_allocation,0.272
30746,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,Big-bench Hard,0.4980038187814615
30747,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,bbh_boolean_expressions,0.768
30748,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,bbh_causal_judgement,0.6042780748663101
30749,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,bbh_date_understanding,0.432
30750,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,bbh_formal_fallacies,0.56
30751,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,bbh_geometric_shapes,0.292
30752,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,bbh_hyperbaton,0.776
30753,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,bbh_logical_deduction_five_objects,0.372
30754,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,bbh_logical_deduction_seven_objects,0.368
30755,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,bbh_logical_deduction_three_objects,0.608
30756,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,bbh_navigate,0.616
30757,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,bbh_object_counting,0.496
30758,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,bbh_ruin_names,0.648
30759,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,bbh_salient_translation_error_detection,0.456
30760,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,bbh_snarks,0.5842696629213483
30761,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,bbh_temporal_sequences,0.328
30762,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,bbh_tracking_shuffled_objects_five_objects,0.208
30763,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.192
30764,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,bbh_tracking_shuffled_objects_three_objects,0.272
30765,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,bbh_web_of_lies,0.536
30766,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,gpqa_diamond,0.3131313131313131
30767,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,gpqa_extended,0.3021978021978022
30768,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,GPQA,0.3102678571428571
30769,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,math_algebra_hard,0.0553745928338762
30770,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,math_geometry_hard,0.0
30771,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,math_hard,0.0196374622356495
30772,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,math_intermediate_algebra_hard,0.0071428571428571
30773,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,math_num_theory_hard,0.0194805194805194
30774,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,math_prealgebra_hard,0.0103626943005181
30775,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,math_precalculus_hard,0.0
30776,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,musr,0.3584656084656085
30777,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,musr_murder_mysteries,0.54
30778,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,musr_object_placements,0.34765625
30779,lthreepointone-8b-hermesblackroot,unknown,unknown,8000000000.0,,,32000000000.0,musr_team_allocation,0.188
30780,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,Big-bench Hard,0.5207429265752473
30781,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,bbh_boolean_expressions,0.848
30782,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,bbh_causal_judgement,0.5721925133689839
30783,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,bbh_date_understanding,0.456
30784,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,bbh_geometric_shapes,0.408
30785,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,bbh_hyperbaton,0.632
30786,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,bbh_logical_deduction_seven_objects,0.432
30787,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,bbh_logical_deduction_three_objects,0.636
30788,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,bbh_movie_recommendation,0.7239999999999999
30789,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,bbh_navigate,0.628
30790,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,bbh_object_counting,0.5
30791,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,bbh_penguins_in_a_table,0.5068493150684932
30792,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,bbh_reasoning_about_colored_objects,0.58
30793,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,bbh_ruin_names,0.636
30794,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,bbh_salient_translation_error_detection,0.496
30795,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,bbh_sports_understanding,0.6960000000000001
30796,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,bbh_temporal_sequences,0.352
30797,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,bbh_tracking_shuffled_objects_five_objects,0.2
30798,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.184
30799,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,bbh_tracking_shuffled_objects_three_objects,0.304
30800,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,gpqa_diamond,0.2828282828282828
30801,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,math_counting_and_prob_hard,0.1056910569105691
30802,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,math_geometry_hard,0.0454545454545454
30803,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,math_hard,0.1722054380664652
30804,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,math_intermediate_algebra_hard,0.0464285714285714
30805,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,math_num_theory_hard,0.1558441558441558
30806,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,math_prealgebra_hard,0.3212435233160621
30807,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,math_precalculus_hard,0.0518518518518518
30808,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,MMLU-Pro,0.3467420212765957
30809,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,musr,0.4126984126984127
30810,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,musr_murder_mysteries,0.536
30811,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,musr_object_placements,0.3828125
30812,lthreepointone-8b-hermesink,unknown,unknown,8000000000.0,,,32000000000.0,musr_team_allocation,0.32
30813,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,Big-bench Hard,0.3461204651970144
30814,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,bbh_causal_judgement,0.5668449197860963
30815,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,bbh_date_understanding,0.464
30816,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,bbh_disambiguation_qa,0.312
